Row Labels,Average of AVG_DEPTH,Average of Percent_Cvr
Porifera spp,7.772399751,8.5
Porites astreoides,7.772399751,1.5
Rhodophyta cru. spp,7.772399751,2
Siderastrea radians,7.772399751,1
Siderastrea siderea,7.772399751,10
Stephanocoenia intersepta,7.772399751,4
Turf Algae Free of Sediment,7.772399751,39.5
1234,6.492239792,6.866666667
Bare Substrate,6.476999793,36
Dictyota spp,6.476999793,17
Gorgonians,6.400799795,1
MacroOtherFleshy,6.476999793,6.5
Millepora spp,6.476999793,1.5
Other species,6.476999793,3.5
Palythoa spp,6.55319979,2
Peysonnellia,6.476999793,2
Porifera spp,6.476999793,6
Porites astreoides,6.55319979,1
Porites porites,6.55319979,1
Rhodophyta cru. spp,6.476999793,3.5
Siderastrea siderea,6.476999793,1
Stephanocoenia intersepta,6.55319979,1
Turf Algae Free of Sediment,6.476999793,20
1235,6.621779788,5.3
Bare Substrate,6.629399788,31.5
Colpophyllia natans,6.55319979,2
Cyanophyta spp,6.55319979,1
Dictyota spp,6.629399788,1.5
Diploria labyrinthiformis,6.705599785,2
Erythropodium caribaeorum,6.629399788,2.5
Gorgonians,6.629399788,1
Halimeda spp,6.55319979,2
MacroOtherFleshy,6.629399788,3
Millepora spp,6.705599785,1
Other species,6.55319979,1
Palythoa spp,6.55319979,1
Porifera spp,6.629399788,15.5
Porites astreoides,6.629399788,2
Porites porites,6.629399788,3
Pseudodiploria strigosa,6.705599785,2
Rhodophyta cru. spp,6.629399788,3
Siderastrea siderea,6.629399788,5
Stephanocoenia intersepta,6.629399788,1
Turf Algae Free of Sediment,6.629399788,25
1236,8.600439725,6.833333333
Bare Substrate,8.915399716,10.75
Cliona spp,7.772399751,2.5
Colpophyllia natans,8.915399716,7
Cyanophyta spp,7.467599761,3
Dichocoenia stokesii,8.077199742,1
Dictyota spp,8.762999721,19.5
Erythropodium caribaeorum,7.772399751,2
Gorgonians,8.077199742,2
Montastraea cavernosa,8.915399716,7.5
Mussa angulosa,7.467599761,1
Orbicella faveolata,7.772399751,4.5
Palythoa spp,10.05839968,3
Peysonnellia,8.077199742,1
Porifera spp,8.915399716,5
Porites astreoides,7.772399751,1
Pseudodiploria strigosa,7.467599761,1
Rhodophyta cru. spp,8.915399716,2.5
Siderastrea radians,10.05839968,1
Siderastrea siderea,8.915399716,4.5
Stephanocoenia intersepta,8.915399716,1.25
Turf Algae Free of Sediment,7.772399751,38
Turf Algae with Sediment,10.05839968,28
1244,8.686799722,10.1
Bare Substrate,8.686799722,57
Dictyota spp,8.686799722,3
Gorgonians,8.686799722,2.5
Halimeda spp,8.686799722,5
MacroOtherFleshy,8.686799722,1
Millepora spp,8.686799722,1.5
Porifera spp,8.686799722,8.5
Rhodophyta cru. spp,8.686799722,2.5
Siderastrea siderea,8.686799722,1
Turf Algae Free of Sediment,8.686799722,19
1245,4.648199851,9.272727273
Bare Substrate,4.648199851,15.5
Dichocoenia stokesii,4.724399849,1
Gorgonians,4.648199851,4
Halimeda spp,4.571999854,1
MacroOtherFleshy,4.648199851,4
Millepora spp,4.648199851,2.5
Palythoa spp,4.648199851,3
Porifera spp,4.648199851,7.5
Porites astreoides,4.724399849,1
Siderastrea siderea,4.571999854,1
Turf Algae Free of Sediment,4.648199851,61.5
1246,6.857999781,8.076923077
Bare Substrate,6.857999781,60
Cyanophyta spp,6.857999781,2
Dictyota spp,6.857999781,1
Gorgonians,6.857999781,6
Halimeda spp,6.857999781,1.5
MacroOtherCalcareous,6.857999781,1
MacroOtherFleshy,6.857999781,2
Millepora spp,6.857999781,3
Montastraea cavernosa,6.857999781,1
Peysonnellia,6.857999781,1
Porifera spp,6.857999781,9
Porites porites,6.857999781,2
Turf Algae Free of Sediment,6.857999781,15.5
1249,9.70025969,10.35
Bare Substrate,9.67739969,66
Dictyota spp,9.67739969,1
Halimeda spp,9.905999683,3
MacroOtherFleshy,9.448799698,1
Millepora spp,9.905999683,1
Peysonnellia,9.905999683,1
Porifera spp,9.67739969,5.5
Rhodophyta cru. spp,9.67739969,1.5
Siderastrea siderea,9.448799698,1
Turf Algae Free of Sediment,9.67739969,22.5
1250,9.296399703,14.28571429
Bare Substrate,9.296399703,43
Halimeda spp,9.296399703,28
MacroOtherFleshy,9.296399703,13
Orbicella faveolata,9.296399703,1
Porifera spp,9.296399703,6
Siderastrea siderea,9.296399703,3
Turf Algae with Sediment,9.296399703,6
1251,9.601199693,5.944444444
Bare Substrate,9.601199693,34.5
Dichocoenia stokesii,9.601199693,1
Dictyota spp,9.601199693,19
Erythropodium caribaeorum,9.601199693,2
Gorgonians,9.601199693,2
Halimeda spp,9.601199693,4
MacroOtherCalcareous,9.601199693,2
Montastraea cavernosa,9.601199693,1
Palythoa spp,9.601199693,1
Peysonnellia,9.601199693,1
Porifera spp,9.601199693,7.5
Porites furcata,9.601199693,1
Pseudodiploria strigosa,9.601199693,2
Rhodophyta cru. spp,9.601199693,4.5
Siderastrea siderea,9.601199693,10.5
Solenastrea bournoni,9.601199693,1
Stephanocoenia intersepta,9.601199693,2
Turf Algae Free of Sediment,9.601199693,11
1252,7.619999756,7.43037518
Bare Substrate,7.619999756,38.18686869
Dichocoenia stokesii,7.619999756,1.005050505
Dictyota spp,7.619999756,16.09090909
Gorgonians,7.467599761,1.01010101
Halimeda spp,7.772399751,1
MacroOtherFleshy,7.772399751,1
Other species,7.467599761,1.01010101
Palythoa spp,7.619999756,6.02020202
Peysonnellia,7.467599761,3.03030303
Porifera spp,7.619999756,8.035353535
Rhodophyta cru. spp,7.619999756,1.51010101
Siderastrea siderea,7.619999756,1.005050505
Stephanocoenia intersepta,7.772399751,1
Turf Algae Free of Sediment,7.619999756,24.12121212
1253,6.33152707,9.363636364
Bare Substrate,6.400799795,47.5
Dictyota spp,6.2483998,1
Gorgonians,6.400799795,2
Halimeda spp,6.2483998,1
MacroOtherFleshy,6.400799795,2
Millepora spp,6.2483998,1
Peysonnellia,6.2483998,1
Porifera spp,6.400799795,1
Pseudodiploria strigosa,6.2483998,2
Rhodophyta cru. spp,6.400799795,1
Turf Algae Free of Sediment,6.400799795,43.5
1254,13.96092812,7.214285714
Agaricia agaricites,13.94459955,1
Bare Substrate,13.94459955,17.5
Cyanophyta spp,13.94459955,1.5
Dictyota spp,13.94459955,1.5
Erythropodium caribaeorum,13.94459955,1.5
Gorgonians,13.94459955,2
Halimeda spp,13.94459955,5.5
Millepora spp,13.94459955,2
Other species,14.17319955,2
Porifera spp,13.94459955,12.5
Rhodophyta cru. spp,13.94459955,14.5
Siderastrea siderea,13.94459955,3.5
Stephanocoenia intersepta,13.94459955,1.5
Turf Algae Free of Sediment,13.94459955,34.5
1259,4.724399849,10
Bare Substrate,4.724399849,4
Dictyota spp,4.724399849,18
Gorgonians,4.724399849,1
Halimeda spp,4.724399849,4
MacroOtherFleshy,4.724399849,3
Millepora spp,4.724399849,2
Palythoa spp,4.724399849,2
Porites astreoides,4.724399849,1
Stephanocoenia intersepta,4.724399849,2
Turf Algae with Sediment,4.724399849,63
1261,9.06779971,6
Bare Substrate,9.06779971,14.5
Colpophyllia natans,9.143999707,4
Dictyota spp,9.06779971,20.5
Erythropodium caribaeorum,9.143999707,1
Gorgonians,8.991599712,1
Halimeda spp,9.143999707,2
MacroOtherFleshy,8.991599712,1
Meandrina meandrites,9.143999707,1
Millepora spp,8.991599712,1
Orbicella faveolata,8.991599712,3
Palythoa spp,9.06779971,2.5
Porifera spp,9.06779971,11
Porites astreoides,9.06779971,3.5
Porites porites,8.991599712,1
Rhodophyta cru. spp,9.06779971,6
Siderastrea siderea,9.06779971,3
Stephanocoenia intersepta,9.143999707,1
Turf Algae Free of Sediment,9.06779971,31
1262,15.42287951,6.9
Bare Substrate,15.39239951,11.5
Dictyota spp,15.39239951,24.5
Gorgonians,15.23999951,1
Lobophora spp,15.39239951,13
MacroOtherCalcareous,15.5447995,1
Millepora spp,15.5447995,2
Montastraea cavernosa,15.5447995,1
Peysonnellia,15.39239951,1.5
Porifera spp,15.39239951,18
Porites astreoides,15.39239951,2.5
Porites furcata,15.5447995,2
Rhodophyta cru. spp,15.39239951,6
Siderastrea siderea,15.39239951,6
Stephanocoenia intersepta,15.39239951,1
Turf Algae Free of Sediment,15.39239951,12.5
1263,4.582159854,7
Bare Substrate,4.571999854,4
Colpophyllia natans,4.724399849,3
Dictyota spp,4.419599859,4
Gorgonians,4.571999854,3.5
Halimeda spp,4.571999854,3.5
MacroOtherFleshy,4.571999854,1.5
Montastraea cavernosa,4.724399849,1
Other species,4.571999854,1
Palythoa spp,4.571999854,14
Peysonnellia,4.419599859,1
Porifera spp,4.571999854,5
Porites astreoides,4.724399849,1
Rhodophyta cru. spp,4.571999854,20
Siderastrea siderea,4.571999854,1
Turf Algae Free of Sediment,4.571999854,41.5
1264,12.4301246,6.53125
Bare Substrate,12.4205996,20
Cyanophyta spp,12.3443996,1
Dictyota spp,12.4205996,11.5
Gorgonians,12.4205996,1
Halimeda spp,12.4205996,5.5
Millepora spp,12.4205996,1.5
Other species,12.4967996,3
Peysonnellia,12.4205996,1.5
Porifera spp,12.4205996,14.5
Porites furcata,12.4967996,1
Porites porites,12.3443996,1
Pseudodiploria strigosa,12.4967996,2
Rhodophyta cru. spp,12.4205996,5.5
Siderastrea siderea,12.4205996,2.5
Stephanocoenia intersepta,12.4967996,1
Turf Algae Free of Sediment,12.4205996,32
1265,14.87504163,5.578947368
Agaricia agaricites,14.93519952,1
Bare Substrate,14.85899952,19.5
Cyanophyta spp,14.78279953,1
Dictyota spp,14.93519952,1
Gorgonians,14.85899952,2
Halimeda spp,14.85899952,11
Lobophora spp,14.93519952,1
Millepora spp,14.93519952,1
Montastraea cavernosa,14.85899952,2
Orbicella faveolata,14.78279953,1
Orbicella franksi,14.93519952,3
Peysonnellia,14.85899952,2
Porifera spp,14.85899952,18.5
Porites astreoides,14.93519952,1
Pseudodiploria strigosa,14.78279953,1
Rhodophyta cru. spp,14.85899952,8
Siderastrea siderea,14.85899952,1.5
Stephanocoenia intersepta,14.93519952,1
Turf Algae Free of Sediment,14.85899952,29.5
1267,11.27759964,17.25
Bare Substrate,11.27759964,85.5
Gorgonians,11.27759964,3
Lobophora spp,11.27759964,1
MacroOtherFleshy,11.27759964,4
Porifera spp,11.27759964,8
Turf Algae Free of Sediment,11.27759964,2
1285,4.571999854,9.090909091
Bare Substrate,4.571999854,20
Dictyota spp,4.571999854,9
Gorgonians,4.571999854,4
Halimeda spp,4.571999854,4
MacroOtherFleshy,4.571999854,7
Millepora spp,4.571999854,1
Palythoa spp,4.571999854,25
Porifera spp,4.571999854,4
Porites astreoides,4.571999854,1
Siderastrea siderea,4.571999854,3
Turf Algae with Sediment,4.571999854,22
1286,3.047999902,20
Bare Substrate,3.047999902,13
MacroOtherFleshy,3.047999902,1
Rhodophyta cru. spp,3.047999902,1
Siderastrea radians,3.047999902,1
Turf Algae with Sediment,3.047999902,84
1303,10.82039965,6.666666667
Bare Substrate,10.82039965,3
Dictyota spp,10.82039965,33
Gorgonians,10.82039965,1
Halimeda spp,10.82039965,4
Lobophora spp,10.82039965,2
MacroOtherFleshy,10.82039965,14
Meandrina meandrites,10.82039965,1
Millepora spp,10.82039965,1
Palythoa spp,10.82039965,1
Porifera spp,10.82039965,8
Rhodophyta cru. spp,10.82039965,3
Siderastrea radians,10.82039965,1
Siderastrea siderea,10.82039965,5
Stephanocoenia intersepta,10.82039965,1
Turf Algae with Sediment,10.82039965,22
1309,5.708072545,9.227272727
Bare Substrate,5.714999817,30.5
Dichocoenia stokesii,5.791199815,1
Dictyota spp,5.714999817,2
Gorgonians,5.63879982,1
Halimeda spp,5.714999817,5.5
MacroOtherCalcareous,5.63879982,1
MacroOtherFleshy,5.714999817,4
Millepora spp,5.714999817,1
Porifera spp,5.714999817,10
Rhodophyta cru. spp,5.714999817,1
Turf Algae Free of Sediment,5.714999817,44.5
1310,5.155095487,8.891304348
Bare Substrate,4.68629985,17
Colpophyllia natans,5.94359981,4
Cyanophyta spp,3.505199888,2
Dictyota spp,4.68629985,15.5
Erythropodium caribaeorum,5.94359981,1
Gorgonians,4.68629985,1.75
Halimeda spp,4.68629985,6
MacroOtherFleshy,4.68629985,9.25
Meandrina meandrites,5.94359981,1
Montastraea cavernosa,5.791199815,1
Palythoa spp,5.791199815,1
Peysonnellia,5.94359981,1
Porifera spp,5.867399812,9.5
Porites astreoides,5.867399812,1
Rhodophyta cru. spp,5.867399812,3
Siderastrea siderea,5.867399812,1.5
Turf Algae Free of Sediment,5.867399812,27.5
Turf Algae with Sediment,3.505199888,52
1313,9.631679692,5.35
Bare Substrate,9.601199693,11.5
Colpophyllia natans,9.753599688,1
Dictyota spp,9.601199693,21.5
Diploria labyrinthiformis,9.753599688,1
Erythropodium caribaeorum,9.448799698,1
Gorgonians,9.753599688,2
Halimeda spp,9.601199693,4.5
MacroOtherFleshy,9.601199693,14
Madracis decactis,9.448799698,1
Millepora spp,9.601199693,1
Montastraea cavernosa,9.753599688,1
Orbicella faveolata,9.448799698,3
Peysonnellia,9.601199693,1
Porifera spp,9.601199693,14.5
Porites astreoides,9.753599688,2
Porites porites,9.753599688,1
Rhodophyta cru. spp,9.601199693,3
Siderastrea siderea,9.601199693,3.5
Stephanocoenia intersepta,9.753599688,1
Turf Algae Free of Sediment,9.601199693,18.5
1314,10.60076437,6.088235294
Agaricia agaricites,10.66799966,1
Bare Substrate,10.59179966,17.5
Colpophyllia natans,10.59179966,4
Cyanophyta spp,10.51559966,2
Dictyota spp,10.59179966,20
Gorgonians,10.66799966,1
Halimeda spp,10.59179966,3
MacroOtherFleshy,10.59179966,9.5
Millepora spp,10.66799966,1
Montastraea cavernosa,10.59179966,5
Peysonnellia,10.51559966,1
Porifera spp,10.59179966,9.5
Porites divaricata,10.66799966,1
Rhodophyta cru. spp,10.59179966,4.5
Siderastrea siderea,10.59179966,3
Stephanocoenia intersepta,10.59179966,1
Turf Algae Free of Sediment,10.59179966,19.5
1315,5.743222039,7.518518519
Bare Substrate,5.676899819,14.5
Cliona spp,7.467599761,1
Dictyota spp,5.676899819,21.25
Gorgonians,5.676899819,5.25
Halimeda spp,5.676899819,8.5
MacroOtherFleshy,3.809999878,2
Millepora spp,5.676899819,1.5
Montastraea cavernosa,7.467599761,1
Palythoa spp,3.962399873,2
Peysonnellia,3.962399873,1
Porifera spp,5.676899819,8.25
Porites astreoides,5.676899819,1
Pseudodiploria strigosa,3.809999878,1
Rhodophyta cru. spp,5.676899819,4
Siderastrea radians,7.467599761,1
Siderastrea siderea,7.467599761,2
Stephanocoenia intersepta,7.467599761,1
Turf Algae Free of Sediment,3.886199876,23.5
Turf Algae with Sediment,7.467599761,39
1316,4.704347218,5.657894737
Agaricia agaricites,4.648199851,1.5
Bare Substrate,4.648199851,8.5
Dictyota spp,4.648199851,8
Gorgonians,4.648199851,3
Halimeda spp,4.648199851,5.5
MacroOtherFleshy,5.181599834,1
Montastraea cavernosa,4.114799868,1
Orbicella faveolata,5.181599834,3
Other species,5.181599834,2
Palythoa spp,4.648199851,14
Peysonnellia,4.114799868,4
Porifera spp,4.648199851,11
Porites astreoides,4.648199851,5.5
Porites porites,4.114799868,1
Pseudodiploria strigosa,5.181599834,1
Rhodophyta cru. spp,4.648199851,8.5
Siderastrea siderea,4.648199851,2
Stephanocoenia intersepta,5.181599834,2
Turf Algae Free of Sediment,4.648199851,25
1317,8.752114003,9.642857143
Bare Substrate,8.648699721,31.5
Cliona spp,11.73479962,1
Colpophyllia natans,11.73479962,1
Dictyota spp,8.648699721,25.5
Eusmilia fastigiata,11.73479962,1
Gorgonians,8.648699721,1.75
MacroOtherFleshy,5.333999829,2
Millepora spp,5.333999829,1
Montastraea cavernosa,8.534399725,1
Porifera spp,8.648699721,4.5
Rhodophyta cru. spp,8.648699721,1
Siderastrea siderea,5.333999829,1
Stephanocoenia intersepta,11.73479962,2
Turf Algae Free of Sediment,5.562599822,29
Turf Algae with Sediment,11.73479962,34
1318,5.791199815,6.375
Acropora cervicornis,5.791199815,1
Bare Substrate,5.791199815,15
Dictyota spp,5.791199815,28
Gorgonians,5.791199815,4.5
Halimeda spp,5.791199815,2.5
MacroOtherCalcareous,5.791199815,1
MacroOtherFleshy,5.791199815,2.5
Millepora spp,5.791199815,1
Other species,5.791199815,1
Palythoa spp,5.791199815,2.5
Peysonnellia,5.791199815,1
Porifera spp,5.791199815,17.5
Pseudodiploria strigosa,5.791199815,3
Rhodophyta cru. spp,5.791199815,2.5
Siderastrea siderea,5.791199815,4
Turf Algae Free of Sediment,5.791199815,15
1319,3.505199888,12.875
Bare Substrate,3.505199888,15
Dictyota spp,3.505199888,4
Halimeda spp,3.505199888,4.5
Lobophora spp,3.505199888,4
MacroOtherCalcareous,3.505199888,1
MacroOtherFleshy,3.505199888,33
Rhodophyta cru. spp,3.505199888,1
Turf Algae Free of Sediment,3.505199888,40.5
1320,12.6491996,6.205882353
Agaricia agaricites,12.6491996,1
Bare Substrate,12.6491996,23
Cyanophyta spp,12.6491996,1
Dictyota spp,12.6491996,21
Erythropodium caribaeorum,12.6491996,1.5
Gorgonians,12.6491996,1
Halimeda spp,12.6491996,7
Orbicella faveolata,12.6491996,2
Other species,12.6491996,3
Peysonnellia,12.6491996,2
Porifera spp,12.6491996,7
Porites astreoides,12.6491996,2
Porites furcata,12.6491996,1
Rhodophyta cru. spp,12.6491996,15
Siderastrea siderea,12.6491996,2
Stephanocoenia intersepta,12.6491996,1
Turf Algae Free of Sediment,12.6491996,15
1321,5.261112875,8.695652174
Bare Substrate,5.257799832,11.5
Colpophyllia natans,5.181599834,1
Dictyota spp,5.257799832,6.5
Gorgonians,5.257799832,2
Halimeda spp,5.257799832,1
Orbicella faveolata,5.257799832,3
Other species,5.333999829,1
Palythoa spp,5.257799832,19.5
Peysonnellia,5.257799832,3
Porifera spp,5.257799832,14
Rhodophyta cru. spp,5.257799832,18
Siderastrea siderea,5.333999829,2
Turf Algae Free of Sediment,5.257799832,19.5
1323,14.09113801,8.157731158
Agaricia agaricites,14.09699955,2.01010101
Bare Substrate,14.09699955,37.14646465
Dictyota spp,14.09699955,10.06060606
Encrusting gorgonian,14.17319955,1
Erythropodium caribaeorum,14.02079955,5.050505051
Gorgonians,14.02079955,2.02020202
Halimeda spp,14.09699955,11.57070707
Peysonnellia,14.02079955,3.03030303
Porifera spp,14.09699955,12.57070707
Porites astreoides,14.17319955,1
Rhodophyta cru. spp,14.09699955,6.02020202
Siderastrea siderea,14.09699955,3.515151515
Turf Algae Free of Sediment,14.09699955,11.05555556
1333,13.10639958,25
Bare Substrate,13.10639958,29
Cyanophyta spp,13.10639958,1
Turf Algae Free of Sediment,13.10639958,1
Turf Algae with Sediment,13.10639958,69
1334,6.705599785,7.692307692
Bare Substrate,6.705599785,4
Cliona spp,6.705599785,1
Cyanophyta spp,6.705599785,1
Dichocoenia stokesii,6.705599785,1
Dictyota spp,6.705599785,36
Gorgonians,6.705599785,2
Halimeda spp,6.705599785,4
MacroOtherFleshy,6.705599785,9
Millepora spp,6.705599785,2
Porifera spp,6.705599785,10
Pseudodiploria strigosa,6.705599785,2
Siderastrea siderea,6.705599785,2
Turf Algae with Sediment,6.705599785,26
1335,14.17319955,7.142857143
Bare Substrate,14.17319955,3
Dictyota spp,14.17319955,38
Eusmilia fastigiata,14.17319955,2
Gorgonians,14.17319955,1
Halimeda spp,14.17319955,17
Lobophora spp,14.17319955,3
Millepora spp,14.17319955,1
Porifera spp,14.17319955,8
Porites astreoides,14.17319955,1
Porites porites,14.17319955,1
Rhodophyta cru. spp,14.17319955,4
Siderastrea siderea,14.17319955,8
Stephanocoenia intersepta,14.17319955,2
Turf Algae with Sediment,14.17319955,11
1340,17.22119945,8.333333333
Bare Substrate,17.22119945,12
Cliona spp,17.22119945,1
Dictyota spp,17.22119945,35
MacroOtherFleshy,17.22119945,2
Meandrina meandrites,17.22119945,1
Montastraea cavernosa,17.22119945,3
Orbicella faveolata,17.22119945,1
Porifera spp,17.22119945,7
Porites astreoides,17.22119945,2
Siderastrea siderea,17.22119945,5
Stephanocoenia intersepta,17.22119945,4
Turf Algae with Sediment,17.22119945,27
1345,12.4967996,16.66666667
Bare Substrate,12.4967996,9
Gorgonians,12.4967996,9
Millepora spp,12.4967996,2
Porifera spp,12.4967996,3
Siderastrea siderea,12.4967996,3
Turf Algae with Sediment,12.4967996,74
1383,24.53639921,7.692307692
Agaricia agaricites,24.53639921,5
Bare Substrate,24.53639921,8
Cyanophyta spp,24.53639921,2
